Satellite,Date,Location,NDVI,SMI
MODIS,01/03/20,Ramanathapuram,52.65766287,99.45467091
Landsat,01/02/20,Kurnool,99.10031796,207.0792766
SMAP,01/03/22,Vijayapura,66.89732528,134.6889708
MODIS,01/05/21,Anantapur,56.48174357,108.8255162
AMSR-E,01/07/21,Idukki,14.55517101,6.518397808
SMAP,01/12/22,Raichur,132.055614,254.99259
SMAP,01/01/23,Palakkad,34.20009947,53.15010309
Sentinel-2,01/08/24,Anantapur,56.84338975,108.363847
AMSR-E,01/07/24,Sivaganga,12.97966647,3.059156179
MODIS,01/03/20,Koppal,27.25242615,35.78931785
Landsat,01/03/22,Koppal,27.89763927,55.98666954
AMSR-E,01/03/21,Raichur,28.55590868,39.11271
Sentinel-2,01/02/22,Mahbubnagar,42.41201544,73.74378371
Landsat,01/12/19,Ramanathapuram,194.1062243,254.9406104
AMSR-E,01/12/24,Mahbubnagar,14.39250731,5.99178791
Sentinel-2,01/12/20,Idukki,66.38529301,133.0883179
MODIS,01/04/19,Koppal,44.12026072,77.98817801
MODIS,01/05/24,Idukki,70.28284454,142.9779339
SMAP,01/12/23,Kadapa,66.0219276,132.6946549
MODIS,01/09/19,Anantapur,57.16017056,110.5703838
MODIS,01/08/19,Kadapa,158.3994386,244.0612118
AMSR-E,01/09/22,Chitradurga,145.4220974,254.9981332
MODIS,01/04/20,Ramanathapuram,3.058671951,3.165959358
Sentinel-2,01/06/21,Sivaganga,84.32518005,177.370579
AMSR-E,01/09/21,Anantapur,51.81563735,97.21974063
Sentinel-2,01/10/23,Kurnool,131.2210219,254.997704
Landsat,01/09/19,Raichur,46.69078469,84.57127237
Sentinel-2,01/09/24,Idukki,83.71404719,176.9590662
Sentinel-2,01/08/19,Koppal,77.94825363,159.4500282
SMAP,01/08/23,Raichur,45.65301394,81.50600767
Sentinel-2,01/04/19,Kadapa,98.55168176,205.3810289
SMAP,01/12/21,Palakkad,134.8962946,243.0574484
SMAP,01/03/19,Chitradurga,84.28963947,174.1998124
MODIS,01/01/23,Vijayapura,104.5934937,212.4463801
SMAP,01/08/20,Sivaganga,49.8466723,92.32216263
SMAP,01/03/23,Idukki,34.45902753,53.65703416
Landsat,01/02/20,Ramanathapuram,38.2577877,62.82426524
AMSR-E,01/09/23,Vijayapura,36.1732862,58.08998418
Landsat,01/04/21,Vijayapura,57.6994617,111.8782704
Sentinel-2,01/02/24,Vijayapura,60.675735,126.3406343
Sentinel-2,01/03/20,Kadapa,34.98271012,54.92661715
AMSR-E,01/05/19,Anantapur,60.24478364,118.2114735
AMSR-E,01/12/22,Idukki,65.71648622,131.9047518
AMSR-E,01/09/22,Mahbubnagar,116.9130197,233.183955
AMSR-E,01/12/24,Chitradurga,70.70537639,142.593864
Sentinel-2,01/11/21,Ramanathapuram,129.4207346,246.8997915
Sentinel-2,01/03/20,Dharmapuri,105.8219352,231.6167505
Landsat,01/12/22,Palakkad,67.19299102,135.5458815
MODIS,01/10/19,Dharmapuri,99.06213379,213.6904042
AMSR-E,01/07/22,Vijayapura,114.0465305,238.4253857
Sentinel-2,01/02/22,Chitradurga,131.8334441,254.9976225
Sentinel-2,01/07/23,Idukki,23.2177155,25.76513147
MODIS,01/07/22,Sivaganga,31.01294088,45.24562383
Sentinel-2,01/07/22,Kurnool,24.81102562,30.36263442
SMAP,01/06/24,Ramanathapuram,33.17938566,50.66415119
SMAP,01/07/20,Kadapa,58.00481772,109.5448327
Landsat,01/10/22,Dharmapuri,125.3778384,212.2246976
SMAP,01/10/24,Koppal,61.1503408,120.7530689
SMAP,01/11/19,Idukki,45.67899156,81.85518122
Landsat,01/04/24,Palakkad,18.3391881,15.88687992
Landsat,01/03/22,Raichur,94.28000021,197.0203166
AMSR-E,01/03/22,Kadapa,11.33713865,1.636404753
Sentinel-2,01/06/24,Ramanathapuram,33.17938566,50.66415119
Sentinel-2,01/06/19,Dharmapuri,72.04851127,145.446311
SMAP,01/03/19,Mahbubnagar,67.3411746,135.4602244
Landsat,01/01/20,Palakkad,101.6370525,206.7253225
Landsat,01/09/23,Anantapur,58.21252298,112.8444235
Sentinel-2,01/04/22,Anantapur,116.3441489,230.8237808
Landsat,01/04/19,Raichur,86.62464976,182.0787466
SMAP,01/05/23,Raichur,60.9392066,119.1347172
SMAP,01/11/21,Ramanathapuram,129.4207346,246.8997915
AMSR-E,01/03/23,Sivaganga,97.66019773,211.6335754
Sentinel-2,01/12/23,Sivaganga,129.265821,254.9835477
Landsat,01/07/22,Mahbubnagar,110.4835446,233.3846161
Landsat,01/01/22,Anantapur,132.9735994,254.9965341
SMAP,01/04/24,Raichur,0.303985119,0.439884663
MODIS,01/08/21,Kadapa,26.08345509,32.93839288
SMAP,01/06/20,Chitradurga,77.93420625,159.9680641
Landsat,01/08/23,Kadapa,104.4459333,193.6079159
Landsat,01/04/23,Koppal,30.72147202,63.6768837
AMSR-E,01/09/22,Ramanathapuram,131.1009791,254.9896033
MODIS,01/04/21,Koppal,42.41246223,88.84988928
AMSR-E,01/03/22,Mahbubnagar,56.84140491,109.8327448
Sentinel-2,01/10/19,Dharmapuri,99.06213379,213.6904042
MODIS,01/03/20,Dharmapuri,105.8219352,231.6167505
AMSR-E,01/06/24,Koppal,72.55815935,147.4801369
AMSR-E,01/07/19,Idukki,129.7697141,242.3141437
Sentinel-2,01/05/20,Raichur,62.387887,123.1661232
SMAP,01/02/22,Anantapur,11.52152538,1.954964638
MODIS,01/04/21,Mahbubnagar,59.04460478,115.1955311
Landsat,01/06/22,Dharmapuri,32.49099731,49.04249859
Sentinel-2,01/08/22,Chitradurga,99.51478767,207.1077602
SMAP,01/01/21,Dharmapuri,129.8851571,254.9757981
Landsat,01/01/20,Kurnool,67.83900213,137.2330287
MODIS,01/11/23,Anantapur,33.92993593,52.36479783
MODIS,01/08/19,Raichur,82.24547338,172.7183173
AMSR-E,01/11/19,Kurnool,53.0696876,100.0953224
AMSR-E,01/11/20,Kadapa,46.54970074,83.95782876
MODIS,01/06/19,Dharmapuri,72.04851127,145.446311
SMAP,01/04/22,Idukki,19.24372005,15.66482568
Landsat,01/11/22,Ramanathapuram,44.35528564,78.79572439
Sentinel-2,01/12/21,Mahbubnagar,125.1152065,238.7469213
MODIS,01/05/24,Mahbubnagar,78.9576695,164.3072691
AMSR-E,01/11/22,Vijayapura,32.52178383,49.03171897
SMAP,01/07/21,Kurnool,58.95298791,114.786108
Sentinel-2,01/04/21,Kadapa,78.7471149,163.2853839
Landsat,01/06/23,Palakkad,27.39414525,36.40559006
SMAP,01/09/19,Mahbubnagar,53.37056279,101.2156942
Sentinel-2,01/08/21,Koppal,124.603596,254.7323065
Sentinel-2,01/08/22,Mahbubnagar,61.03304982,120.0713863
Landsat,01/12/21,Vijayapura,107.3474336,205.847785
Sentinel-2,01/08/20,Raichur,11.50580335,2.638569593
Landsat,01/11/20,Koppal,58.12496042,112.916096
MODIS,01/11/22,Koppal,16.43190789,11.43354964
MODIS,01/04/21,Chitradurga,64.34557056,127.8454995
AMSR-E,01/11/24,Ramanathapuram,6.110051394,1.393075943
SMAP,01/10/20,Kurnool,46.94744539,85.08286452
AMSR-E,01/03/22,Chitradurga,16.28408504,12.17201447
Sentinel-2,01/02/23,Ramanathapuram,41.73796391,71.40032744
Landsat,01/11/19,Anantapur,36.61460495,59.17160225
AMSR-E,01/01/23,Kurnool,101.4502063,210.466506
AMSR-E,01/01/20,Anantapur,85.56263757,175.8128667
SMAP,01/06/20,Mahbubnagar,29.60837793,41.7264235
SMAP,01/03/24,Palakkad,72.28708196,146.8569443
Sentinel-2,01/10/20,Anantapur,131.2334249,254.9977386
Sentinel-2,01/11/24,Kurnool,37.81949592,62.04519153
Landsat,01/03/21,Sivaganga,16.86305285,9.839057922
SMAP,01/09/24,Raichur,39.9793849,67.52049708
SMAP,01/06/20,Palakkad,49.70097041,92.01550126
SMAP,01/12/19,Anantapur,43.72918057,76.75118709
Landsat,01/07/22,Chitradurga,60.55914903,116.2523003
MODIS,01/02/24,Vijayapura,60.675735,126.3406343
SMAP,01/09/19,Chitradurga,19.09954476,15.59983993
Sentinel-2,01/12/21,Raichur,3.08265543,6.171881676
MODIS,01/05/24,Chitradurga,18.07836318,14.05407739
Sentinel-2,01/12/21,Chitradurga,47.92238092,87.34799266
AMSR-E,01/04/23,Kadapa,23.4740057,27.0623796
AMSR-E,01/08/23,Koppal,36.56521511,59.15099311
Sentinel-2,01/01/23,Vijayapura,104.5934937,212.4463801
AMSR-E,01/06/21,Ramanathapuram,28.26377463,56.406147
AMSR-E,01/05/21,Dharmapuri,24.3356092,28.90724778
Landsat,01/08/23,Dharmapuri,85.45009065,170.8948746
SMAP,01/10/24,Sivaganga,41.93078756,72.54535174
MODIS,01/02/22,Raichur,79.49587369,164.7093017
Landsat,01/06/24,Kadapa,31.22308016,45.79908919
SMAP,01/11/21,Idukki,128.715868,254.9965854
Landsat,01/09/24,Ramanathapuram,21.35622168,42.66343498
SMAP,01/02/23,Ramanathapuram,41.73796391,71.40032744
Sentinel-2,01/11/22,Kadapa,55.20169902,105.6725876
MODIS,01/05/19,Raichur,73.07193518,146.4634848
MODIS,01/04/24,Raichur,0.303985119,0.439884663
AMSR-E,01/06/22,Dharmapuri,32.49099731,49.04249859
AMSR-E,01/04/19,Mahbubnagar,99.98212361,204.5022717
MODIS,01/11/19,Vijayapura,19.86993456,18.77587867
Sentinel-2,01/02/20,Vijayapura,62.41150498,124.6920581
AMSR-E,01/09/23,Idukki,12.5571022,4.080272436
Landsat,01/12/23,Sivaganga,129.265821,254.9835477
Landsat,01/05/24,Palakkad,18.18197966,13.63108063
Sentinel-2,01/01/22,Anantapur,132.9735994,254.9965341
Landsat,01/01/20,Kadapa,69.0742979,140.3273973
AMSR-E,01/10/22,Anantapur,28.16966224,38.13959289
MODIS,01/01/22,Kadapa,68.2180562,137.5768268
AMSR-E,01/04/20,Raichur,16.18503809,9.7028265
SMAP,01/10/21,Koppal,99.83390903,217.0230494
Landsat,01/06/19,Kadapa,51.60659218,96.72900128
SMAP,01/11/23,Sivaganga,84.82550502,179.5141323
AMSR-E,01/11/23,Mahbubnagar,73.76936555,152.0368218
Landsat,01/10/20,Idukki,50.06579542,92.78132892
MODIS,01/10/22,Idukki,11.03828406,1.019890547
Sentinel-2,01/07/19,Vijayapura,73.36929083,149.4848802
SMAP,01/08/19,Raichur,82.24547338,172.7183173
MODIS,01/02/22,Sivaganga,46.08258653,82.91900206
Sentinel-2,01/10/19,Kurnool,52.60166311,99.15659094
Landsat,01/09/23,Raichur,12.43568945,3.329697371
MODIS,01/03/23,Ramanathapuram,70.94094014,143.5544212
Landsat,01/11/22,Vijayapura,32.52178383,49.03171897
MODIS,01/07/21,Kurnool,58.95298791,114.786108
Landsat,01/05/23,Ramanathapuram,35.73032379,57.00722694
Sentinel-2,01/01/22,Koppal,44.20556474,78.04183316
AMSR-E,01/09/20,Raichur,17.39653659,12.98533034
AMSR-E,01/02/19,Ramanathapuram,7.318805933,0.327871323
MODIS,01/10/20,Kurnool,46.94744539,85.08286452
AMSR-E,01/11/23,Chitradurga,12.49468064,3.515169382
Sentinel-2,01/11/19,Anantapur,36.61460495,59.17160225
SMAP,01/02/22,Dharmapuri,34.22608137,53.21834588
Landsat,01/12/19,Palakkad,129.6886315,254.9965997
MODIS,01/09/24,Raichur,39.9793849,67.52049708
MODIS,01/10/24,Anantapur,44.99543476,79.95588064
AMSR-E,01/10/24,Kurnool,104.179934,223.0199339
Sentinel-2,01/09/21,Idukki,128.2126942,254.9949803
Landsat,01/10/20,Anantapur,131.2334249,254.9977386
AMSR-E,01/12/21,Vijayapura,107.3474336,205.847785
SMAP,01/09/22,Kadapa,22.52282381,24.10108089
Sentinel-2,01/03/21,Sivaganga,16.86305285,9.839057922
AMSR-E,01/04/19,Chitradurga,64.78815961,129.4449408
SMAP,01/05/22,Koppal,40.82299614,84.88514709
AMSR-E,01/12/21,Sivaganga,65.58623958,131.667655
AMSR-E,01/12/20,Ramanathapuram,56.26456022,108.4630408
MODIS,01/12/19,Sivaganga,68.08921432,137.8585923
Landsat,01/05/23,Idukki,33.97363758,52.51445413
MODIS,01/05/21,Idukki,115.1026988,252.8873467
SMAP,01/02/22,Raichur,79.49587369,164.7093017
AMSR-E,01/01/20,Koppal,14.23834205,4.500098944
Sentinel-2,01/03/24,Dharmapuri,49.06844378,90.43407536
SMAP,01/05/19,Raichur,73.07193518,146.4634848
AMSR-E,01/08/23,Dharmapuri,85.45009065,170.8948746
Landsat,01/05/21,Dharmapuri,24.3356092,28.90724778
AMSR-E,01/02/24,Sivaganga,6.445739985,0.106356859
Landsat,01/04/23,Raichur,0.430774927,0.649624586
AMSR-E,01/07/24,Idukki,52.46714973,98.97059894
AMSR-E,01/06/19,Koppal,103.9387717,203.2519135
Sentinel-2,01/05/19,Mahbubnagar,64.35743809,127.2769742
MODIS,01/12/22,Raichur,132.055614,254.99259
Landsat,01/08/24,Anantapur,56.84338975,108.363847
Landsat,01/05/24,Raichur,32.98184657,50.27722955
Sentinel-2,01/02/21,Raichur,99.75217485,205.8088276
MODIS,01/06/23,Kadapa,46.95953012,84.93943644
SMAP,01/11/24,Idukki,11.4452517,3.91487956
MODIS,01/08/20,Anantapur,23.29605484,25.96087098
SMAP,01/10/19,Koppal,41.18660402,69.9499979
MODIS,01/07/24,Ramanathapuram,10.60204244,21.42179298
Landsat,01/06/21,Kadapa,8.573401213,0.670560122
Sentinel-2,01/10/23,Mahbubnagar,183.9000528,254.7461636
Landsat,01/01/24,Ramanathapuram,66.52814746,133.3664067
MODIS,01/08/23,Raichur,45.65301394,81.50600767
AMSR-E,01/04/21,Vijayapura,57.6994617,111.8782704
Landsat,01/09/23,Vijayapura,36.1732862,58.08998418
AMSR-E,01/11/23,Kurnool,49.51152968,91.48293352
SMAP,01/04/22,Chitradurga,98.01213861,203.6914222
SMAP,01/09/19,Sivaganga,41.10401392,70.53637743
AMSR-E,01/04/20,Anantapur,42.71564412,74.55785847
Landsat,01/05/20,Mahbubnagar,21.57602644,23.3671279
Landsat,01/06/21,Sivaganga,84.32518005,177.370579
MODIS,01/03/24,Dharmapuri,49.06844378,90.43407536
MODIS,01/10/21,Ramanathapuram,12.16063142,3.667100906
SMAP,01/07/20,Palakkad,166.1891749,253.4177921
MODIS,01/06/23,Mahbubnagar,45.17607975,80.77694964
Landsat,01/06/21,Kurnool,109.8958409,240.5886338
Sentinel-2,01/01/24,Kurnool,20.62966609,20.82065415
SMAP,01/05/21,Sivaganga,31.88164783,47.41098356
SMAP,01/02/24,Palakkad,82.54434061,172.2231739
Sentinel-2,01/06/23,Koppal,51.11616516,95.51242685
AMSR-E,01/01/20,Mahbubnagar,72.63944387,149.0802464
AMSR-E,01/01/19,Kurnool,107.4274156,214.8330464
Sentinel-2,01/05/20,Ramanathapuram,47.83437991,86.79829669
Sentinel-2,01/08/24,Koppal,60.3021462,117.8166351
Sentinel-2,01/09/19,Idukki,147.3516648,254.9027588
Sentinel-2,01/10/23,Chitradurga,53.90166688,102.4125404
Sentinel-2,01/04/24,Kadapa,87.31318092,182.0847921
Landsat,01/11/20,Kurnool,39.29972267,65.99336267
AMSR-E,01/06/22,Kurnool,30.95110917,45.02150464
Landsat,01/07/23,Palakkad,39.73173332,67.09305716
Landsat,01/07/22,Vijayapura,114.0465305,238.4253857
Landsat,01/08/24,Raichur,146.245266,236.7866511
Sentinel-2,01/05/19,Chitradurga,95.54879189,197.5266209
MODIS,01/02/20,Vijayapura,62.41150498,124.6920581
Sentinel-2,01/11/19,Vijayapura,19.86993456,18.77587867
SMAP,01/02/23,Koppal,26.8014431,54.60833669
MODIS,01/02/20,Idukki,41.20557833,80.50947642
AMSR-E,01/01/20,Chitradurga,131.4288414,254.9955232
Landsat,01/02/22,Idukki,6.073626757,0.312055588
AMSR-E,01/01/22,Ramanathapuram,125.0668836,245.5724778
MODIS,01/06/23,Chitradurga,33.72411609,52.02759743
AMSR-E,01/06/21,Koppal,19.6360352,36.98179102
SMAP,01/07/22,Anantapur,131.1805658,248.1903064
MODIS,01/05/23,Raichur,60.9392066,119.1347172
Landsat,01/05/20,Chitradurga,90.26177025,186.9636858
MODIS,01/05/19,Idukki,65.60831928,131.6101432
MODIS,01/04/24,Koppal,15.4581387,8.475963593
SMAP,01/05/20,Ramanathapuram,47.83437991,86.79829669
MODIS,01/08/24,Kadapa,130.8312094,221.0256386
AMSR-E,01/10/22,Dharmapuri,125.3778384,212.2246976
Sentinel-2,01/09/23,Anantapur,58.21252298,112.8444235
AMSR-E,01/06/23,Sivaganga,87.10464787,182.0690637
Landsat,01/04/22,Anantapur,116.3441489,230.8237808
SMAP,01/04/22,Mahbubnagar,96.5343411,199.3800833
MODIS,01/07/19,Vijayapura,73.36929083,149.4848802
Sentinel-2,01/09/23,Vijayapura,36.1732862,58.08998418
MODIS,01/09/19,Kurnool,26.64051056,34.30571866
AMSR-E,01/02/24,Vijayapura,60.675735,126.3406343
SMAP,01/04/20,Palakkad,31.718817,47.05117369
AMSR-E,01/10/19,Raichur,20.79073596,19.37082982
MODIS,01/07/20,Anantapur,111.0895848,239.1732626
Landsat,01/08/19,Palakkad,156.804271,249.1655207
Landsat,01/11/24,Mahbubnagar,46.36385751,83.67265487
SMAP,01/02/20,Kadapa,7.741117716,0.211652279
Sentinel-2,01/02/23,Idukki,102.1370068,223.0102558
Landsat,01/07/24,Anantapur,45.56922054,80.99760151
SMAP,01/01/24,Palakkad,82.00939202,172.78509
AMSR-E,01/08/23,Ramanathapuram,18.00879049,38.77059984
MODIS,01/05/21,Dharmapuri,24.3356092,28.90724778
SMAP,01/05/19,Kadapa,18.06794739,13.9663341
SMAP,01/08/24,Idukki,158.9461474,253.3507733
SMAP,01/09/19,Koppal,12.41378331,5.906928539
Sentinel-2,01/05/22,Mahbubnagar,63.45175457,125.4838786
SMAP,01/06/21,Raichur,68.52260733,138.8342862
SMAP,01/09/21,Palakkad,66.73688936,134.5757141
MODIS,01/09/21,Chitradurga,67.61306667,136.7045133
SMAP,01/04/24,Anantapur,99.2340858,201.4772468
SMAP,01/02/19,Dharmapuri,85.36205125,178.1997974
Landsat,01/09/21,Sivaganga,52.77565169,99.69042659
Landsat,01/10/21,Mahbubnagar,31.5560832,46.69713306
SMAP,01/05/24,Kurnool,22.67809081,25.36414194
Sentinel-2,01/04/20,Sivaganga,59.09334731,115.3450966
SMAP,01/06/19,Sivaganga,49.86653924,92.20166898
SMAP,01/11/23,Chitradurga,12.49468064,3.515169382
AMSR-E,01/06/22,Kadapa,82.45916581,172.0019796
SMAP,01/04/19,Chitradurga,64.78815961,129.4449408
Landsat,01/10/23,Ramanathapuram,4.22510314,5.403870821
Sentinel-2,01/04/20,Kurnool,69.87960792,142.2113883
Landsat,01/05/19,Sivaganga,57.30785418,110.3073432
SMAP,01/07/20,Dharmapuri,107.5810945,236.1347091
MODIS,01/01/19,Koppal,12.21003795,16.42363358
MODIS,01/03/22,Kurnool,69.40700817,140.7276287
MODIS,01/09/21,Mahbubnagar,64.3439579,128.3635478
SMAP,01/09/21,Dharmapuri,45.83618116,81.84061551
Sentinel-2,01/03/22,Ramanathapuram,35.0424602,55.07446599
SMAP,01/06/24,Vijayapura,14.67164683,7.726728201
Sentinel-2,01/05/22,Chitradurga,76.19299126,157.8962357
MODIS,01/04/19,Kurnool,67.48045158,136.4584446
AMSR-E,01/06/19,Dharmapuri,72.04851127,145.446311
MODIS,01/05/23,Sivaganga,44.43898463,78.7662909
MODIS,01/06/20,Koppal,18.17247534,31.45109844
Landsat,01/06/22,Koppal,18.99476051,34.11341906
MODIS,01/11/22,Vijayapura,32.52178383,49.03171897
Sentinel-2,01/11/24,Koppal,23.78914499,46.57474041
Sentinel-2,01/10/19,Idukki,128.3507226,254.996201
Landsat,01/11/24,Chitradurga,22.88733697,24.82815266
AMSR-E,01/02/21,Idukki,37.8211627,74.54445457
SMAP,01/08/22,Anantapur,45.3155396,81.03009319
Landsat,01/04/23,Palakkad,43.44311047,76.43778944
Sentinel-2,01/06/20,Kadapa,21.55805182,21.62323165
MODIS,01/09/19,Ramanathapuram,17.46008444,17.02689981
MODIS,01/08/24,Mahbubnagar,156.5477741,246.6593075
SMAP,01/11/20,Raichur,6.469398737,12.8759892
Sentinel-2,01/09/20,Kurnool,130.1997569,254.9955354
MODIS,01/11/24,Kadapa,35.84905267,57.51078534
AMSR-E,01/07/20,Ramanathapuram,23.2044096,39.6303277
SMAP,01/06/23,Idukki,29.6745553,41.72048879
SMAP,01/04/19,Mahbubnagar,99.98212361,204.5022717
AMSR-E,01/03/20,Dharmapuri,105.8219352,231.6167505
Sentinel-2,01/01/19,Kadapa,60.68408394,119.3679733
Landsat,01/09/22,Palakkad,66.00326991,132.6894889
SMAP,01/08/24,Kurnool,39.0690186,63.85183406
SMAP,01/11/23,Mahbubnagar,73.76936555,152.0368218
Sentinel-2,01/06/23,Anantapur,17.65870929,13.09255147
AMSR-E,01/09/23,Sivaganga,81.48871756,169.7153873
Sentinel-2,01/07/22,Vijayapura,114.0465305,238.4253857
Landsat,01/10/21,Chitradurga,130.2675302,254.9981761
Sentinel-2,01/10/24,Raichur,84.75139308,178.7891111
SMAP,01/03/22,Ramanathapuram,35.0424602,55.07446599
Landsat,01/11/19,Vijayapura,19.86993456,18.77587867
MODIS,01/01/20,Raichur,127.6746917,254.9875464
AMSR-E,01/01/22,Sivaganga,71.70142937,146.6204581
Sentinel-2,01/10/22,Sivaganga,16.76328444,9.703819513
SMAP,01/09/23,Kurnool,28.45415497,38.83404875
Landsat,01/07/19,Vijayapura,73.36929083,149.4848802
MODIS,01/12/24,Ramanathapuram,137.9011688,249.0789065
SMAP,01/09/21,Koppal,44.3511579,78.63745451
Landsat,01/03/23,Anantapur,81.07770443,168.3139594
SMAP,01/05/21,Kadapa,89.21804643,187.0395293
Landsat,01/12/24,Idukki,5.88757062,0.391181946
Sentinel-2,01/05/22,Idukki,55.05877161,104.7332678
Sentinel-2,01/11/23,Raichur,68.65527797,137.07564
Landsat,01/08/19,Kurnool,105.57336,217.5127711
Sentinel-2,01/11/22,Vijayapura,32.52178383,49.03171897
SMAP,01/01/20,Chitradurga,131.4288414,254.9955232
Landsat,01/10/22,Palakkad,24.29115915,28.45134306
AMSR-E,01/04/22,Mahbubnagar,96.5343411,199.3800833
AMSR-E,01/01/24,Raichur,0.356321573,0.527073145
MODIS,01/03/21,Mahbubnagar,88.45835209,182.1934361
AMSR-E,01/10/23,Idukki,159.6972821,254.809335
SMAP,01/05/23,Vijayapura,31.44575834,46.67959309
AMSR-E,01/02/21,Kurnool,76.5060544,157.7803073
MODIS,01/05/21,Ramanathapuram,12.8973043,7.887111187
Landsat,01/02/20,Vijayapura,62.41150498,124.6920581
AMSR-E,01/10/19,Dharmapuri,99.06213379,213.6904042
Landsat,01/03/24,Kadapa,14.06810689,4.509957075
MODIS,01/07/22,Vijayapura,114.0465305,238.4253857
AMSR-E,01/01/23,Kadapa,68.69736218,139.0819817
Landsat,01/03/20,Palakkad,87.35222673,183.8913894
MODIS,01/02/24,Mahbubnagar,93.51174283,189.4079347
SMAP,01/10/24,Vijayapura,19.58889747,16.61850476
Landsat,01/03/21,Ramanathapuram,14.96026015,5.356544495
MODIS,01/09/22,Idukki,40.57197189,69.18576097
Landsat,01/09/20,Idukki,52.8439188,99.74459815
Landsat,01/06/24,Palakkad,86.2497015,181.606236
SMAP,01/10/22,Kadapa,54.11955309,102.9012709
SMAP,01/11/20,Dharmapuri,130.4188659,216.8395927
SMAP,01/02/20,Sivaganga,129.8619282,254.9893458
Sentinel-2,01/10/20,Ramanathapuram,128.8950059,245.8797128
AMSR-E,01/11/19,Sivaganga,68.50573945,138.7059512
Landsat,01/02/22,Kurnool,71.97725868,146.3459802
MODIS,01/03/21,Chitradurga,130.7439158,254.9788702
AMSR-E,01/03/24,Koppal,117.5218194,220.5142224
AMSR-E,01/02/19,Idukki,44.97972465,88.80123329
AMSR-E,01/04/22,Chitradurga,98.01213861,203.6914222
Sentinel-2,01/10/21,Idukki,55.54644394,105.3338151
SMAP,01/01/20,Mahbubnagar,72.63944387,149.0802464
AMSR-E,01/01/23,Vijayapura,104.5934937,212.4463801
SMAP,01/03/23,Palakkad,77.00816417,159.6975627
AMSR-E,01/03/21,Anantapur,79.23147416,164.0759001
Sentinel-2,01/12/21,Anantapur,64.29563284,128.3053231
Sentinel-2,01/05/21,Dharmapuri,24.3356092,28.90724778
SMAP,01/04/23,Kurnool,18.30924869,14.29319286
Landsat,01/03/24,Dharmapuri,49.06844378,90.43407536
Landsat,01/01/20,Sivaganga,129.3692846,254.9848526
Landsat,01/01/23,Koppal,25.64911222,31.56380463
MODIS,01/01/21,Koppal,133.8412042,254.9960661
Landsat,01/05/19,Kurnool,84.55313802,177.1364985
MODIS,01/09/23,Vijayapura,36.1732862,58.08998418
AMSR-E,01/05/20,Idukki,36.10154438,58.00687861
MODIS,01/01/24,Sivaganga,66.67023015,134.3616984
Sentinel-2,01/01/21,Kadapa,31.75205731,47.15483093
Landsat,01/11/19,Palakkad,31.84282875,47.41136718
MODIS,01/02/24,Chitradurga,16.76771188,11.44156313
SMAP,01/01/22,Idukki,128.0091546,254.987812
Sentinel-2,01/01/19,Raichur,22.10652733,42.71209979
MODIS,01/03/19,Anantapur,10.98134184,2.174295902
SMAP,01/10/21,Palakkad,134.2283413,252.9625063
MODIS,01/11/21,Sivaganga,16.55336428,13.21096945
Sentinel-2,01/06/22,Raichur,44.38299251,78.88595128
Sentinel-2,01/02/24,Anantapur,11.20074534,2.301413774
SMAP,01/10/20,Ramanathapuram,128.8950059,245.8797128
SMAP,01/07/24,Dharmapuri,56.70684266,109.4600625
AMSR-E,01/03/19,Mahbubnagar,67.3411746,135.4602244
SMAP,01/08/21,Vijayapura,47.84417915,87.05604029
Landsat,01/05/23,Palakkad,45.06795716,80.32239294
Landsat,01/10/22,Sivaganga,16.76328444,9.703819513
SMAP,01/01/20,Raichur,127.6746917,254.9875464
Landsat,01/12/23,Mahbubnagar,13.16887188,4.235646725
MODIS,01/09/23,Kurnool,28.45415497,38.83404875
MODIS,01/01/19,Ramanathapuram,9.480122805,0.955366611
Sentinel-2,01/03/23,Anantapur,81.07770443,168.3139594
AMSR-E,01/12/23,Anantapur,129.6506763,254.9981761
Sentinel-2,01/08/19,Chitradurga,114.9715333,246.0328729
AMSR-E,01/10/23,Raichur,147.1079204,254.1215048
Landsat,01/07/19,Mahbubnagar,87.25132346,185.7598336
Landsat,01/11/23,Kadapa,81.45246959,163.9830129
MODIS,01/11/21,Kadapa,54.73962641,104.3951406
Landsat,01/07/21,Raichur,2.330587626,4.456305742
MODIS,01/10/22,Dharmapuri,125.3778384,212.2246976
Landsat,01/08/22,Palakkad,48.99391603,90.01292014
MODIS,01/11/20,Mahbubnagar,53.59643602,101.7609751
Landsat,01/07/19,Ramanathapuram,21.1906848,37.45193815
